image_path,captions
2384401298_e389c01abc.jpg,"['a', 'tan', 'dog', 'is', 'running', 'along', 'a', 'river']"
2384401298_e389c01abc.jpg,"['a', 'white', 'dog', 'and', 'a', 'brown', 'dog', 'are', 'by', 'a', 'stream']"
2384401298_e389c01abc.jpg,"['dogs', 'near', 'the', 'edge', 'of', 'water']"
3451523035_b61d79f6a8.jpg,"['a', 'few', 'horses', 'race', 'each', 'other', 'on', 'the', 'track']"
3451523035_b61d79f6a8.jpg,"['muzzled', 'greyhounds', 'are', 'racing', 'along', 'a', 'dog', 'track', 'at', 'night']"
3451523035_b61d79f6a8.jpg,"['race', 'dog', '#', '2', 'is', 'ahead', 'of', 'a', 'few', 'other', 'dogs']"
3451523035_b61d79f6a8.jpg,"['several', 'greyhounds', 'with', 'numbered', 'shirts', 'racing', 'around', 'a', 'track']"
3451523035_b61d79f6a8.jpg,"['the', 'dogs', 'in', 'numbered', 'uniforms', 'are', 'running']"
3090600019_8808fe7a9d.jpg,"['a', 'man', 'and', 'a', 'woman', 'dressed', 'as', 'a', 'prisoner', 'and', 'sexy', 'police', 'officer']"
3090600019_8808fe7a9d.jpg,"['a', 'man', 'dresses', 'as', 'a', 'prisoner', 'and', 'a', 'woman', 'dressed', 'as', 'a', 'cop', 'on', 'a', 'sidewalk']"
3090600019_8808fe7a9d.jpg,"['an', 'attractive', 'police', 'lady', 'and', 'a', 'jailbird', 'pose', 'for', 'a', 'photo']"
3090600019_8808fe7a9d.jpg,"['man', 'stands', 'next', 'to', 'woman', 'dressed', 'up', 'as', 'a', 'fake', 'police', 'officer']"
3090600019_8808fe7a9d.jpg,"['there', 'is', 'a', 'woman', 'in', 'a', 'sexy', 'cop', 's', 'uniform', 'and', 'a', 'guy', 'dressed', 'as', 'a', 'prisoner', 'standing', 'outdoors']"
2437266971_b91a8f9a00.jpg,"['a', 'man', 'hands', 'out', 'fliers', 'while', 'wearing', 'a', 'mask']"
2437266971_b91a8f9a00.jpg,"['a', 'man', 'in', 'a', 'blue', 'shirt', 'and', 'tie', 'is', 'wearing', 'a', 'white', 'mask', 'whilst', 'handing', 'out', 'papers']"
2437266971_b91a8f9a00.jpg,"['a', 'man', 'in', 'a', 'button', 'up', 'shirt', 'and', 'tie', 'is', 'wearing', 'a', 'smiling', 'mask']"
2437266971_b91a8f9a00.jpg,"['a', 'masked', 'man', 'in', 'blue', 'shirt', 'and', 'a', 'tie', 'holding', 'papers', 'in', 'front', 'of', 'him']"
2437266971_b91a8f9a00.jpg,"['man', 'in', 'business', 'attire', 'with', 'guy', 'fawkes', 'mask', 'holding', 'paper', 'at', 'protest']"
3633396324_c4b24b1f51.jpg,"['an', 'older', 'man', 'sits', 'and', 'several', 'people', 'stand']"
3633396324_c4b24b1f51.jpg,"['an', 'old', 'man', 'in', 'a', 'hat', 'sits', 'and', 'looks', 'straight', 'ahead']"
3633396324_c4b24b1f51.jpg,"['an', 'old', 'man', 'looks', 'at', 'people', 'shopping']"
3633396324_c4b24b1f51.jpg,"['an', 'old', 'man', 'wearing', 'a', 'hat', 'sitting', 'staring', 'off', 'into', 'the', 'distance']"
3633396324_c4b24b1f51.jpg,"['this', 'is', 'a', 'profile', 'shot', 'of', 'an', 'old', 'man', 'in', 'a', 'newspaper', 'boy', 'hat', 'with', 'people', 'blurred', 'out', 'in', 'the', 'background']"
2561319255_ce5ede291e.jpg,"['a', 'girl', 'is', 'jumping', 'in', 'the', 'air', 'while', 'holding', 'an', 'orange', 'and', 'white', 'guitar']"
2561319255_ce5ede291e.jpg,"['a', 'girl', 'with', 'a', 'guitar']"
2561319255_ce5ede291e.jpg,"['a', 'young', 'barefooted', 'girl', 'leaps', 'in', 'the', 'air', 'while', 'playing', 'a', 'toy', 'guitar']"
2561319255_ce5ede291e.jpg,"['a', 'young', 'girl', 'jumping', 'with', 'a', 'guitar', 'hero', 'guitar']"
2561319255_ce5ede291e.jpg,"['a', 'young', 'girl', 'jumps', 'while', 'playing', 'a', 'red', 'and', 'white', 'guitar']"
2892395757_0a1b0eedd2.jpg,"['a', 'bicycler', 'is', 'riding', 'a', 'bike', 'at', 'a', 'racing', 'event']"
2892395757_0a1b0eedd2.jpg,"['a', 'cyclist', 'wearing', 'a', 'black', 'helmet', 'is', 'riding', 'by', 'some', 'black', 'vans']"
2892395757_0a1b0eedd2.jpg,"['a', 'person', 'on', 'a', 'bicycle', 'goes', 'down', 'the', 'street']"
2892395757_0a1b0eedd2.jpg,"['funky', 'bicycle', 'being', 'raced']"
2892395757_0a1b0eedd2.jpg,"['man', 'wearing', 'helmet', 'and', 'racing', 'gear', 'on', 'a', 'bicycle']"
1417637704_572b4d6557.jpg,"['two', 'children', 'peek', 'out']"
1417637704_572b4d6557.jpg,"['two', 'children', 'with', 'brown', 'hair', 'in', 'a', 'trunk', 'of', 'a', 'car']"
1417637704_572b4d6557.jpg,"['two', 'small', 'children', 'pop', 'their', 'heads', 'out', 'of', 'the', 'trunk', 'of', 'a', 'car', 'in', 'cold', 'weather']"
1417637704_572b4d6557.jpg,"['two', 'small', 'children', 'sitting', 'in', 'the', 'trunk', 'of', 'a', 'car']"
1417637704_572b4d6557.jpg,"['two', 'young', 'children', 'sitting', 'in', 'the', 'trunk', 'of', 'a', 'car']"
3465000218_c94e54e208.jpg,"['a', 'shirtless', 'man', 'and', 'a', 'woman', 'wearing', 'at', 'a', 'park', 'wearing', 'face', 'paint', 'and', 'laughing']"
3465000218_c94e54e208.jpg,"['people', 'wearing', 'body', 'paint', 'outside']"
3465000218_c94e54e208.jpg,"['the', 'man', 'with', 'his', 'shirt', 'off', 'has', 'paint', 'under', 'his', 'eyes']"
3465000218_c94e54e208.jpg,"['the', 'people', 'have', 'paint', 'on', 'them']"
3465000218_c94e54e208.jpg,"['two', 'friends', 'in', 'a', 'park', 'with', 'face', 'paint', 'on', 'their', 'faces']"
2613021139_4b0dc3d4c8.jpg,"['a', 'little', 'girl', 'swings', 'on', 'the', 'swing']"
2613021139_4b0dc3d4c8.jpg,"['a', 'young', 'girl', 'wearing', 'a', 'hat', 'and', 'blue', 'jeans', 'is', 'on', 'a', 'swing']"
2613021139_4b0dc3d4c8.jpg,"['a', 'young', 'smiling', 'female', 'on', 'a', 'swing']"
2613021139_4b0dc3d4c8.jpg,"['the', 'girl', 'is', 'happily', 'swinging', 'on', 'a', 'swing', 'outside']"
2613021139_4b0dc3d4c8.jpg,"['the', 'girl', 'swings']"
2086678529_b3301c2d71.jpg,"['a', 'girl', 'in', 'a', 'purple', 'dress', 'smiling', 'as', 'she', 'climbs', 'an', 'indoor', 'rock', 'wall']"
2086678529_b3301c2d71.jpg,"['a', 'girl', 'is', 'in', 'a', 'dress']"
2086678529_b3301c2d71.jpg,"['a', 'little', 'girl', 'wearing', 'a', 'purple', 'dress', 'looks', 'down', 'at', 'the', 'camera']"
2086678529_b3301c2d71.jpg,"['a', 'young', 'girl', 'climbs', 'a', 'rock', 'wall', 'in', 'a', 'purple', 'dress']"
2086678529_b3301c2d71.jpg,"['a', 'young', 'girl', 'wears', 'a', 'purple', 'dress']"
781118358_19087c9ec0.jpg,"['a', 'curly', 'haired', 'boy', 'jumps', 'up', 'on', 'a', 'bed']"
781118358_19087c9ec0.jpg,"['a', 'little', 'boy', 'jumping', 'on', 'the', 'bed']"
781118358_19087c9ec0.jpg,"['a', 'little', 'boy', 'with', 'brown', 'curly', 'hair', 'wearing', 'a', 'red', 'shirt', 'is', 'jumping', 'on', 'a', 'white', 'bed']"
781118358_19087c9ec0.jpg,"['a', 'young', 'boy', 'in', 'a', 'red', 'shirt', 'jumps', 'on', 'a', 'bed']"
781118358_19087c9ec0.jpg,"['the', 'young', 'boy', 'in', 'the', 'red', 'and', 'blue', 'outfit', 'is', 'poised', 'in', 'midair']"
2999162229_80d17099b6.jpg,"['a', 'girl', 'in', 'an', 'orange', 'shirt', 'lights', 'candles']"
2999162229_80d17099b6.jpg,"['a', 'girl', 'in', 'orange', 'lights', 'a', 'candle']"
2999162229_80d17099b6.jpg,"['a', 'girl', 'wearing', 'orange', 'is', 'lighting', 'a', 'candle']"
2999162229_80d17099b6.jpg,"['a', 'young', 'girl', 'lighting', 'candles', 'among', 'the', 'flowers', 'at', 'a', 'cemetery']"
2999162229_80d17099b6.jpg,"['girl', 'in', 'orange', 'shirt', 'lighting', 'white', 'candles']"
3163273640_8d3ef22eaf.jpg,"['a', 'group', 'of', 'elephants', 'are', 'being', 'ridden', 'by', 'men']"
3163273640_8d3ef22eaf.jpg,"['five', 'men', 'dressed', 'in', 'white', 'ride', 'on', 'elephants', 'that', 'are', 'painted', 'with', 'bright', 'colors']"
3163273640_8d3ef22eaf.jpg,"['five', 'men', 'wearing', 'turbans', 'are', 'riding', 'on', 'elephants', 'a', 'far', 'eastern', 'city', 'street']"
3163273640_8d3ef22eaf.jpg,"['four', 'men', 'wearing', 'turbans', 'wait', 'to', 'give', 'elephant', 'rides', 'to', 'people']"
3163273640_8d3ef22eaf.jpg,"['several', 'men', 'riding', 'elephants', 'through', 'the', 'street']"
3014080715_f4f0dbb56e.jpg,"['a', 'group', 'of', 'dogs', 'pulling', 'a', 'sled', 'through', 'the', 'snow']"
3014080715_f4f0dbb56e.jpg,"['a', 'team', 'of', 'dogs', 'are', 'pulling', 'a', 'sled', 'over', 'snow']"
3014080715_f4f0dbb56e.jpg,"['a', 'team', 'of', 'dogs', 'pulling', 'a', 'sled']"
3014080715_f4f0dbb56e.jpg,"['a', 'team', 'of', 'dogs', 'pulling', 'a', 'sled', 'down', 'a', 'snow', 'covered', 'road']"
3014080715_f4f0dbb56e.jpg,"['sled', 'dogs', 'pull', 'a', 'sled', 'through', 'a', 'snowy', 'forest']"
543264612_c53cc163b4.jpg,"['a', 'chubby', 'or', 'buff', 'kid', 'in', 'shorts', 'is', 'holding', 'on', 'to', 'weights']"
543264612_c53cc163b4.jpg,"['a', 'small', 'boy', 'is', 'holding', 'some', 'weights']"
543264612_c53cc163b4.jpg,"['a', 'young', 'boy', 'with', 'no', 'shirt', 'and', 'white', 'shorts']"
543264612_c53cc163b4.jpg,"['boy', 'in', 'shorts', 'holding', 'a', 'remote']"
543264612_c53cc163b4.jpg,"['the', 'little', 'boy', 'is', 'wearing', 'white', 'shorts']"
1313961775_824b87d155.jpg,"['a', 'girl', 'floating', 'wearing', 'a', 'life', 'vest']"
1313961775_824b87d155.jpg,"['a', 'girl', 'wearing', 'a', 'life', 'vest', 'floats', 'in', 'water']"
1313961775_824b87d155.jpg,"['a', 'young', 'girl', 'floats', 'on', 'her', 'back', 'in', 'water', 'and', 'peers', 'over', 'her', 'life', 'jacket']"
1313961775_824b87d155.jpg,"['a', 'young', 'girl', 'wearing', 'a', 'bulky', 'red', 'life', 'jacket', 'floating', 'in', 'a', 'lake']"
1313961775_824b87d155.jpg,"['the', 'little', 'girl', 'is', 'wearing', 'a', 'floating', 'device', 'in', 'the', 'water']"
2328104318_5a43ca170c.jpg,"['a', 'man', 'in', 'a', 'hoodie', 'is', 'looking', 'at', 'a', 'pad', 'of', 'paper', 'outside', 'a', 'window']"
2328104318_5a43ca170c.jpg,"['a', 'man', 'is', 'standing', 'beside', 'a', 'grip', 'stand', 'writing', 'on', 'a', 'note', 'pad']"
2328104318_5a43ca170c.jpg,"['a', 'man', 'wearing', 'a', 'blue', 'sweatshirt', 'stands', 'outside', 'and', 'writes', 'in', 'a', 'notebook']"
2328104318_5a43ca170c.jpg,"['a', 'man', 'wearing', 'glasses', 'is', 'drawing']"
2328104318_5a43ca170c.jpg,"['a', 'man', 'writing', 'something', 'down', 'behind', 'a', 'bush']"
3519942322_b37d088aae.jpg,"['a', 'dog', 'chases', 'a', 'dog', 'toy', 'on', 'the', 'grass']"
3519942322_b37d088aae.jpg,"['a', 'golden', 'dog', 'is', 'looking', 'at', 'a', 'blue', 'and', 'yellow', 'toy', 'on', 'the', 'grass']"
3519942322_b37d088aae.jpg,"['a', 'rather', 'large', 'blonde', 'dog', 'with', 'a', 'black', 'collar', 'chases', 'a', 'blue', 'and', 'yellow', 'toy']"
3519942322_b37d088aae.jpg,"['large', 'brown', 'dog', 'playing', 'with', 'a', 'chew', 'toy', 'on', 'the', 'grass']"
3519942322_b37d088aae.jpg,"['the', 'tan', 'dog', 'runs', 'toward', 'the', 'small', 'toy', 'that', 'is', 'laying', 'in', 'the', 'grass']"
166321294_4a5e68535f.jpg,"['a', 'man', 'is', 'riding', 'on', 'a', 'red', 'motorcycle']"
166321294_4a5e68535f.jpg,"['a', 'motorcycle', 'driver', 'dressed', 'in', 'orange', 'gear', 'swerves', 'to', 'the', 'right']"
166321294_4a5e68535f.jpg,"['a', 'motorcyclist', 'on', 'a', 'red', 'speed', 'bike', 'leans', 'into', 'a', 'sharp', 'turn']"
166321294_4a5e68535f.jpg,"['motorcyclist', 'crouches', 'low', 'as', 'he', 'rounds', 'a', 'turn']"
166321294_4a5e68535f.jpg,"['this', 'person', 'is', 'on', 'a', 'red', 'motorcycle']"
3427852996_d383abd819.jpg,"['a', 'biker', 'pops', 'a', 'wheelie', 'along', 'side', 'the', 'colorful', 'wall']"
3427852996_d383abd819.jpg,"['a', 'bmx', 'rider', 'does', 'a', 'trick', 'against', 'a', 'graffiti', 'covered', 'wall']"
3427852996_d383abd819.jpg,"['a', 'boy', 'performing', 'a', 'wall', 'trick', 'with', 'his', 'bicycle', 'on', 'a', 'wall', 'covered', 'with', 'graffiti']"
3427852996_d383abd819.jpg,"['a', 'man', 'on', 'a', 'small', 'bicycle', 'performing', 'a', 'trick', 'on', 'a', 'wall', 'covered', 'with', 'graffiti']"
3427852996_d383abd819.jpg,"['a', 'trials', 'biker', 'doing', 'a', 'stunt', 'on', 'a', 'graffiti', 'filled', 'wall']"
2540360421_f7c2401da8.jpg,"['a', 'male', 'topless', 'rock', 'climber', 'is', 'climbing', 'a', 'rock', 'face', 'whilst', 'attached', 'to', 'a', 'safety', 'harness']"
2540360421_f7c2401da8.jpg,"['a', 'man', 'without', 'a', 'shirt', 'climbs', 'a', 'rock', 'wall', 'with', 'help', 'from', 'a', 'red', 'rope']"
2540360421_f7c2401da8.jpg,"['a', 'shirtless', 'man', 'rock', 'climbs']"
2540360421_f7c2401da8.jpg,"['shirtless', 'man', 'climbs', 'a', 'steep', 'rock', 'face']"
2540360421_f7c2401da8.jpg,"['the', 'man', 'in', 'boarding', 'shorts', 'is', 'rock', 'climbing', 'with', 'a', 'red', 'rope']"
207275121_ee4dfa0bf2.jpg,"['a', 'brown', 'dog', 'running', 'in', 'a', 'yard']"
207275121_ee4dfa0bf2.jpg,"['a', 'dog', 'runs', 'on', 'the', 'grass', 'in', 'a', 'yard', 'a', 'gazebo', 'in', 'the', 'background']"
207275121_ee4dfa0bf2.jpg,"['a', 'dog', 'trotting', 'through', 'someone', 's', 'yard']"
207275121_ee4dfa0bf2.jpg,"['a', 'large', 'brown', 'dog', 'is', 'running', 'through', 'a', 'grassy', 'backyard']"
207275121_ee4dfa0bf2.jpg,"['large', 'brown', 'dog', 'runs', 'through', 'a', 'large', 'grassy', 'area']"
211277478_7d43aaee09.jpg,"['a', 'dirty', 'jeep', 'is', 'stuck', 'in', 'the', 'mud']"
211277478_7d43aaee09.jpg,"['a', 'jeep', 'goes', 'off', 'roading', 'in', 'the', 'woods', 'with', 'muddy', 'trails', 'making', 'it', 'dirty']"
211277478_7d43aaee09.jpg,"['a', 'muddy', 'jeep', 'driving', 'through', 'the', 'forest']"
211277478_7d43aaee09.jpg,"['a', 'muddy', 'truck', 'in', 'the', 'woods']"
211277478_7d43aaee09.jpg,"['the', 'vehicle', 'is', 'driving', 'through', 'mud', 'surrounded', 'by', 'pine', 'trees']"
492341908_1ef53be265.jpg,"['two', 'girls', 'are', 'riding', 'a', '4', 'wheeler']"
492341908_1ef53be265.jpg,"['two', 'girls', 'are', 'sitting', 'on', 'an', 'atv', 'on', 'the', 'sand', 'in', 'front', 'of', 'a', 'bridge']"
492341908_1ef53be265.jpg,"['two', 'girls', 'riding', 'an', 'atv']"
492341908_1ef53be265.jpg,"['two', 'kids', 'are', 'posing', 'on', 'a', 'black', 'atv', 'that', 'is', 'on', 'top', 'of', 'sand']"
492341908_1ef53be265.jpg,"['two', 'young', 'girls', 'drive', 'an', 'atv']"
2817230861_d27341dec0.jpg,"['two', 'female', 'beach', 'volleyball', 'players', 'face', 'off', 'at', 'the', 'net', 'with', 'the', 'beijing', 'olympics', 'logo', 'visible', 'in', 'the', 'background']"
2817230861_d27341dec0.jpg,"['two', 'female', 'volleyball', 'players', 'try', 'to', 'hit', 'the', 'ball']"
2817230861_d27341dec0.jpg,"['two', 'woman', 'playing', 'beach', 'volleyball']"
2817230861_d27341dec0.jpg,"['two', 'women', 'in', 'skimpy', 'outfits', 'play', 'sand', 'volleyball']"
2817230861_d27341dec0.jpg,"['two', 'women', 'play', 'volleyball', 'on', 'the', 'sand']"
3155365418_43df5486f9.jpg,"['a', 'boy', 'does', 'a', 'jumping', 'trick', 'on', 'a', 'snowboard']"
3155365418_43df5486f9.jpg,"['a', 'person', 'in', 'an', 'orange', 'parka', 'soaring', 'through', 'the', 'air', 'on', 'a', 'snowboard']"
3155365418_43df5486f9.jpg,"['a', 'snowboarder', 'gets', 'some', 'air']"
3155365418_43df5486f9.jpg,"['a', 'snowboarder', 'wearing', 'an', 'orange', 'jacket', 'in', 'midair']"
3155365418_43df5486f9.jpg,"['a', 'snowboard', 'rider', 'jumping', 'high', 'on', 'his', 'snowboard', 'in', 'the', 'snow']"
848180689_d67a1361ce.jpg,"['a', 'girl', 'and', 'a', 'woman', 'playing', 'with', 'a', 'ball', 'in', 'a', 'pool']"
848180689_d67a1361ce.jpg,"['a', 'woman', 'and', 'a', 'little', 'girl', 'are', 'playing', 'with', 'a', 'ball', 'in', 'the', 'pool', 'underneath', 'some', 'water', 'chutes']"
848180689_d67a1361ce.jpg,"['a', 'young', 'girl', 'and', 'a', 'woman', 'play', 'volleyball', 'with', 'a', 'beach', 'ball']"
848180689_d67a1361ce.jpg,"['the', 'mother', 'and', 'daughter', 'are', 'batting', 'a', 'ball', 'in', 'the', 'air', 'to', 'each', 'other', 'at', 'the', 'water', 'park']"
848180689_d67a1361ce.jpg,"['two', 'girls', 'in', 'a', 'pool', 'one', 'catching', 'a', 'ball', 'the', 'other', 'has', 'thrown']"
3436395540_63bc8f2fe0.jpg,"['a', 'group', 'of', 'three', 'dogs', 'competing', 'in', 'a', 'competition']"
3436395540_63bc8f2fe0.jpg,"['three', 'dogs', 'in', 'colored', 'sweaters', 'run', 'across', 'grass', 'with', 'ladder', 'and', 'hand', 'in', 'background']"
3436395540_63bc8f2fe0.jpg,"['three', 'dogs', 'racing', 'on', 'a', 'grass', 'track', 'wearing', 'different', 'colored', 'jerseys']"
3436395540_63bc8f2fe0.jpg,"['three', 'dogs', 'run', 'through', 'the', 'grass', 'while', 'wearing', 'colored', 'shirts']"
3436395540_63bc8f2fe0.jpg,"['three', 'dogs', 'wearing', 'colored', 'outfits', 'running']"
2220175999_081aa9cce8.jpg,"['two', 'big', 'dogs', 'wade', 'in', 'the', 'ocean']"
2220175999_081aa9cce8.jpg,"['two', 'dogs', 'are', 'wading', 'in', 'a', 'river']"
2220175999_081aa9cce8.jpg,"['two', 'dogs', 'play', 'in', 'the', 'water']"
2220175999_081aa9cce8.jpg,"['two', 'dogs', 'wade', 'in', 'the', 'water']"
2220175999_081aa9cce8.jpg,"['two', 'dogs', 'walk', 'in', 'a', 'body', 'of', 'water']"
292780636_72e1968949.jpg,"['a', 'man', 'in', 'a', 'black', 'coat', 'and', 'hat', 'sits', 'by', 'an', 'old', 'building']"
292780636_72e1968949.jpg,"['a', 'man', 'with', 'a', 'black', 'hat', 'sits', 'against', 'a', 'brick', 'building']"
292780636_72e1968949.jpg,"['an', 'old', 'man', 'in', 'a', 'black', 'coat', 'and', 'hat', 'leans', 'against', 'a', 'brick', 'building']"
292780636_72e1968949.jpg,"['old', 'man', 'in', 'black', 'coat', 'and', 'hat', 'sitting', 'against', 'brick', 'building']"
292780636_72e1968949.jpg,"['white', 'haired', 'man', 'in', 'black', 'hat', 'and', 'coat', 'sitting', 'against', 'brick', 'wall']"
3150440350_b0f2a9e774.jpg,"['a', 'man', 'dressed', 'in', 'a', 'military', 'uniform', 'bends', 'over', 'to', 'speak', 'to', 'a', 'person', 'sitting', 'on', 'the', 'sidewalk']"
3150440350_b0f2a9e774.jpg,"['a', 'man', 'in', 'sailor', 'whites', 'talks', 'to', 'a', 'person', 'seated', 'on', 'the', 'ground']"
3150440350_b0f2a9e774.jpg,"['a', 'man', 'sitting', 'on', 'the', 'floor', 'crying', 'while', 'another', 'man', 'is', 'trying', 'to', 'comfort', 'him']"
3150440350_b0f2a9e774.jpg,"['a', 'pilot', 'is', 'bending', 'down', 'to', 'assist', 'a', 'man', 'that', 'is', 'crying']"
3150440350_b0f2a9e774.jpg,"['a', 'sailor', 'is', 'checking', 'on', 'a', 'man', 'who', 'is', 'sitting', 'on', 'the', 'ground', 'crying']"
1234293791_6566284bcd.jpg,"['a', 'girl', 'in', 'a', 'helmet', 'rides', 'a', 'horse']"
1234293791_6566284bcd.jpg,"['a', 'girl', 'rides', 'a', 'horse']"
1234293791_6566284bcd.jpg,"['a', 'young', 'girl', 'wearing', 'a', 'helmet', 'and', 'riding', 'a', 'brown', 'horse']"
1234293791_6566284bcd.jpg,"['girl', 'with', 'black', 'helmet', 'riding', 'brown', 'dappled', 'horse']"
1234293791_6566284bcd.jpg,"['the', 'little', 'girl', 'is', 'riding', 'in', 'a', 'brown', 'horse']"
381976882_0063d16d88.jpg,"['four', 'dogs', 'are', 'being', 'walked', 'by', 'two', 'owners']"
381976882_0063d16d88.jpg,"['four', 'dogs', 'on', 'leashes', 'walk', 'down', 'a', 'sidewalk']"
381976882_0063d16d88.jpg,"['four', 'little', 'dogs', 'on', 'leashes', 'take', 'a', 'walk', 'on', 'a', 'wide', 'path']"
381976882_0063d16d88.jpg,"['four', 'small', 'dogs', 'on', 'leashes', 'walking', 'in', 'a', 'park']"
381976882_0063d16d88.jpg,"['someone', 'is', 'walking', 'their', 'dogs']"
141139674_246c0f90a1.jpg,"['a', 'boy', 'hits', 'a', 'baseball', 'with', 'the', 'bat']"
141139674_246c0f90a1.jpg,"['a', 'boy', 'swings', 'a', 'baseball', 'bat', 'and', 'a', 'catcher', 'stands', 'behind', 'him']"
141139674_246c0f90a1.jpg,"['a', 'kid', 'hits', 'a', 'baseball', 'during', 'a', 'game']"
141139674_246c0f90a1.jpg,"['a', 'little', 'boy', 'in', 'a', 'teal', 'uniform', 'swinging', 'a', 'baseball', 'bat']"
141139674_246c0f90a1.jpg,"['the', 'boy', 'in', 'the', 'blue', 'shirt', 'is', 'swinging', 'a', 'baseball', 'bat', 'towards', 'a', 'ball', 'as', 'the', 'boy', 'in', 'the', 'red', 'helmet', 'waits', 'to', 'catch', 'him', 'out']"
3116039960_54d1d68145.jpg,"['a', 'girl', 'holds', 'a', 'blue', 'balloon', 'as', 'she', 'walks']"
3116039960_54d1d68145.jpg,"['a', 'girl', 'in', 'red', 'shirt', 'holds', 'a', 'green', 'balloon', 'in', 'a', 'crowd']"
3116039960_54d1d68145.jpg,"['a', 'japanese', 'girl', 'carries', 'a', 'green', 'balloon']"
3116039960_54d1d68145.jpg,"['an', 'asian', 'boy', 'in', 'a', 'red', 'shirt', 'holds', 'onto', 'an', 'aqua', 'balloon']"
3116039960_54d1d68145.jpg,"['the', 'girl', 'is', 'holding', 'a', 'blue', 'balloon', 'on', 'a', 'busy', 'street']"
3106857210_07a92577fc.jpg,"['a', 'girl', 'in', 'a', 'yellow', 'shirt', 'walks', 'with', 'her', 'hands', 'in', 'her', 'pocket', 'on', 'a', 'bridge']"
3106857210_07a92577fc.jpg,"['a', 'woman', 'in', 'a', 'yellow', 'shirt', 'walks', 'down', 'a', 'sunny', 'street']"
3106857210_07a92577fc.jpg,"['a', 'woman', 'in', 'a', 'yellow', 't', 'shirt', 'and', 'sunglasses', 'walks', 'down', 'a', 'sidewalk']"
3106857210_07a92577fc.jpg,"['a', 'woman', 'outside', 'on', 'a', 'street', 'wearing', 'a', 'yellow', 'shirt', 'and', 'sunglasses']"
3106857210_07a92577fc.jpg,"['a', 'young', 'blond', 'woman', 'wearing', 'a', 'yellow', 'shirt', 'walking', 'down', 'a', 'sidewalk']"
1121416483_c7902d0d49.jpg,"['a', 'child', 'is', 'standing', 'on', 'her', 'head']"
1121416483_c7902d0d49.jpg,"['a', 'little', 'girl', 'standing', 'on', 'her', 'head']"
1121416483_c7902d0d49.jpg,"['a', 'small', 'child', 'doing', 'a', 'handstand', 'on', 'a', 'bed']"
1121416483_c7902d0d49.jpg,"['a', 'young', 'girl', 'does', 'a', 'handstand', 'on', 'a', 'bed', 'with', 'blue', 'sheets']"
1121416483_c7902d0d49.jpg,"['the', 'girl', 'is', 'upside', 'down', 'on', 'a', 'bed']"
2439154641_bbf985aa57.jpg,"['a', 'man', 'in', 'a', 'gray', 'shirt', 'jumps', 'in', 'the', 'air']"
2439154641_bbf985aa57.jpg,"['a', 'man', 'in', 'shorts', 'and', 'a', 't', 'shirt', 'is', 'jumping', 'in', 'front', 'of', 'a', 'desert', 'landscape']"
2439154641_bbf985aa57.jpg,"['a', 'man', 'jumping']"
2439154641_bbf985aa57.jpg,"['a', 'man', 'jumping', 'in', 'front', 'of', 'a', 'mountain']"
2439154641_bbf985aa57.jpg,"['a', 'man', 'wearing', 'a', 'gray', 'shirt', 'jumps', 'through', 'the', 'air', 'with', 'mountains', 'in', 'the', 'background']"
2706430695_3b5667741c.jpg,"['an', 'older', 'girl', 'and', 'a', 'younger', 'girl', 'playing', 'barefoot', 'in', 'a', 'puddle']"
2706430695_3b5667741c.jpg,"['two', 'girls', 'are', 'standing', 'in', 'shallow', 'water', 'without', 'shoes']"
2706430695_3b5667741c.jpg,"['two', 'girls', 'in', 'denim', 'shorts', 'stand', 'in', 'a', 'puddle', 'of', 'water']"
2706430695_3b5667741c.jpg,"['two', 'girls', 'stand', 'in', 'a', 'puddle', 'on', 'a', 'sidewalk']"
2706430695_3b5667741c.jpg,"['two', 'girls', 'walking', 'on', 'a', 'wet', 'sidewalk']"
3478084305_9e1219c3b6.jpg,"['a', 'boy', 'jumps', 'off', 'a', 'short', 'wall', 'with', 'his', 'arms', 'out']"
3478084305_9e1219c3b6.jpg,"['a', 'dark', 'haired', 'boy', 'in', 'sunglasses', 'is', 'jumping']"
3478084305_9e1219c3b6.jpg,"['a', 'little', 'boy', 'jumps', 'off', 'a', 'yellow', 'railling']"
3478084305_9e1219c3b6.jpg,"['a', 'young', 'boy', 'is', 'jumping', 'in', 'the', 'air', 'in', 'front', 'of', 'a', 'concrete', 'wall']"
3478084305_9e1219c3b6.jpg,"['the', 'boy', 'is', 'wearing', 'blue', 'sunglasses', 'and', 'jumping', 'by', 'a', 'yellow', 'rail']"
3008370541_ce29ce49f0.jpg,"['a', 'black', 'dog', 'leaps', 'from', 'the', 'bank', 'into', 'a', 'body', 'of', 'water', 'with', 'a', 'field', 'of', 'dry', 'grass', 'in', 'the', 'background']"
3008370541_ce29ce49f0.jpg,"['a', 'black', 'dog', 'with', 'a', 'blue', 'collar', 'is', 'jumping', 'into', 'the', 'water']"
3008370541_ce29ce49f0.jpg,"['a', 'black', 'lab', 'runs', 'headlong', 'into', 'a', 'lake', 'surrounded', 'by', 'farmland']"
3008370541_ce29ce49f0.jpg,"['the', 'black', 'dog', 'is', 'running', 'down', 'the', 'grassy', 'knoll', 'to', 'jump', 'in', 'the', 'water', 'below']"
3008370541_ce29ce49f0.jpg,"['the', 'dog', 'is', 'jumping', 'into', 'the', 'lake']"
